date;categoryName;payee;comment;outcomeAccountName;outcome;outcomeCurrencyShortTitle;incomeAccountName;income;incomeCurrencyShortTitle;createdDate;changedDate;qrCode
2021-11-27;"Різне / Подарунки";"Kiko Milano-1";"Косметика Дошулі";"Monobank";"388";UAH;"Monobank";"0";UAH;"2021-11-27 14:15:06";"2021-11-29 19:09:27";
2021-11-27;"Продукти / Супермаркет";"METRO";;"Monobank";"2456.26";UAH;"Monobank";"0";UAH;"2021-11-27 20:44:40";"2021-11-29 21:55:51";
2021-11-27;;;;"Готівка";"500";UAH;"Monobank";"500";UAH;"2021-11-27 11:40:20";"2021-11-27 11:41:38";
2021-11-26;"Кафе та ресторани / Доставка";"Фарш";;"Monobank";"424";UAH;"Monobank";"0";UAH;"2021-11-26 18:48:13";"2021-11-28 13:01:51";
2021-11-26;"Підписки / Google";"Google";;"Monobank";"45";UAH;"Monobank";"0";UAH;"2021-11-26 10:22:52";"2021-11-27 21:00:51";
2021-11-26;"Різне / Подарунки";"Щомісячний платіж Магазин ювелирных изделий";;"Monobank";"6755.5";UAH;"Monobank";"0";UAH;"2021-11-26 09:05:44";"2021-11-26 09:09:02";
2021-11-26;"Продукти / Супермаркет";"Сільпо";;"Monobank";"113.98";UAH;"Monobank";"0";UAH;"2021-11-26 18:41:58";"2021-11-27 21:00:51";
2021-11-25;"Кафе та ресторани / Стандартний";"CoffeeOcean";;"Monobank";"75";UAH;"Monobank";"0";UAH;"2021-11-25 19:50:50";"2021-11-26 19:32:12";
2021-11-25;"Продукти / Супермаркет";"Сільпо";;"Monobank";"20.99";UAH;"Monobank";"0";UAH;"2021-11-25 19:45:05";"2021-11-26 19:32:12";
2021-11-25;"Кафе та ресторани / Стандартний";"KFC";;"Monobank";"67";UAH;"Monobank";"0";UAH;"2021-11-25 19:11:24";"2021-11-26 19:32:12";
2021-11-25;"Відпочинок та розваги / Ігри";"PlayStation";;"Monobank";"720.8";UAH;"Monobank";"0";UAH;"2021-11-25 11:50:31";"2021-11-26 09:08:54";
2021-11-25;"Весілля";;"Бронь Облака";"Готівка";"1000";UAH;"Готівка";"0";UAH;"2021-11-25 19:03:50";"2021-11-25 19:03:56";
2021-11-24;"Подорожі / Білети ЖД";"Укрзалізниця";;"Monobank";"1621.3";UAH;"Monobank";"0";UAH;"2021-11-24 00:01:28";"2021-11-25 11:48:42";
2021-11-24;"Квартира / Комуналка";"OK ZHEMCHUZHYNA ARKADI";;"Monobank";"1812.33";UAH;"Monobank";"0";UAH;"2021-11-24 11:28:12";"2021-11-25 11:50:46";
2021-11-23;"Кафе та ресторани / Доставка";"RESTAURANT PARISA";;"Monobank";"267";UAH;"Monobank";"0";UAH;"2021-11-23 21:28:36";"2021-11-25 11:48:42";
2021-11-23;"Відпочинок та розваги / Кіно";"Multiplex";;"Monobank";"220";UAH;"Monobank";"0";UAH;"2021-11-23 22:34:52";"2021-11-24 13:00:51";
2021-11-21;"Авто / Бензин";"WOG";;"Monobank";"1411.61";UAH;"Monobank";"0";UAH;"2021-11-21 15:27:29";"2021-11-22 21:42:29";
2021-11-21;"Кафе та ресторани / Стандартний";"FOP GANDAPAS O.L.";;"Monobank";"799";UAH;"Monobank";"0";UAH;"2021-11-21 18:09:04";"2021-11-22 21:42:29";
2021-11-21;"Одяг та догляд / Аптека";"TOV APTEKA HAIEVSKOHO";;"Monobank";"178.55";UAH;"Monobank";"0";UAH;"2021-11-21 22:56:08";"2021-11-22 21:42:29";
2021-11-21;"Побутова хімія";"UAMADE";;"Monobank";"82";UAH;"Monobank";"0";UAH;"2021-11-21 19:17:02";"2021-11-22 12:19:40";
2021-11-21;"Кафе та ресторани / Стандартний";;"Чаюндель";"Готівка";"50";UAH;"Готівка";"0";UAH;"2021-11-21 18:10:56";"2021-11-21 18:11:07";
2021-11-20;;;;"Готівка";"98494";UAH;"Готівка Долар";"3700";USD;"2021-11-20 17:02:15";"2021-11-20 17:03:54";
2021-11-20;"Кафе та ресторани / Стандартний";"Хинкальня";;"Monobank";"317";UAH;"Monobank";"0";UAH;"2021-11-20 16:07:15";"2021-11-22 21:42:29";
2021-11-20;"Підписки / Мобільний";"Київстар+380681215819";;"Monobank";"150";UAH;"Monobank";"0";UAH;"2021-11-20 08:27:41";"2021-11-20 13:53:56";
2021-11-20;;;;"УкрСиббанк";"100000";UAH;"Готівка";"100000";UAH;"2021-11-20 17:01:58";"2021-11-20 17:03:54";
2021-11-19;"Продукти / Супермаркет";"Gagarinn Plaza";;"Monobank";"252";UAH;"Monobank";"0";UAH;"2021-11-19 18:40:45";"2021-11-20 20:56:30";
2021-11-19;"Продукти / Супермаркет";"Сільпо";;"Monobank";"39";UAH;"Monobank";"0";UAH;"2021-11-19 18:37:38";"2021-11-20 20:56:30";
2021-11-18;"Продукти / Супермаркет";"Таврия В";;"Monobank";"1028";UAH;"Monobank";"0";UAH;"2021-11-18 20:33:16";"2021-11-19 18:39:50";
2021-11-16;"Продукти / Вода";"My Water Shop";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-11-16 21:03:18";"2021-11-17 21:29:00";
2021-11-16;"Підписки / Інтернет";"Інтернет і ТБ";;"Monobank";"200";UAH;"Monobank";"0";UAH;"2021-11-16 08:04:55";"2021-11-16 09:14:51";
2021-11-15;"Фріланс";"SEPA платіж: Для поповнення картки 5375419903402491";;"Monobank EUR";"0";EUR;"Monobank EUR";"271";EUR;"2021-11-15 14:09:16";"2021-11-15 14:17:21";
2021-11-15;"Зарплата";;;"УкрСиббанк";"0";UAH;"УкрСиббанк";"70509.08";UAH;"2021-11-15 16:44:13";"2021-11-15 16:44:28";
2021-11-14;"Кафе та ресторани / Стандартний";"Lviv croissantc";;"Monobank";"380";UAH;"Monobank";"0";UAH;"2021-11-14 14:47:50";"2021-11-15 14:17:05";
2021-11-14;"Продукти / Супермаркет";"Сільпо";;"Monobank";"455.9";UAH;"Monobank";"0";UAH;"2021-11-14 17:04:04";"2021-11-15 14:17:05";
2021-11-14;"Продукти / Супермаркет";"PekarnjaRemisnichijhli";;"Monobank";"42";UAH;"Monobank";"0";UAH;"2021-11-14 12:55:28";"2021-11-15 14:17:05";
2021-11-14;"Підписки / YouTube";"YouTube";;"Monobank";"99";UAH;"Monobank";"0";UAH;"2021-11-14 07:56:33";"2021-11-28 09:39:13";
2021-11-13;"Різне / Подарунки";"4812Z3";;"Monobank";"464";UAH;"Monobank";"0";UAH;"2021-11-13 10:52:26";"2021-12-18 11:29:56";
2021-11-13;"Кафе та ресторани / Запланована туса";"Monica";;"Monobank";"1483";UAH;"Monobank";"0";UAH;"2021-11-13 18:54:27";"2021-11-15 14:17:05";
2021-11-13;"Авто / Парковка";"FOP DAVYDCHUK I. V.";;"Monobank";"100";UAH;"Monobank";"0";UAH;"2021-11-13 15:25:35";"2021-11-15 08:39:48";
2021-11-13;"Проїзд / Таксі";"Uklon";;"Monobank";"53";UAH;"Monobank";"0";UAH;"2021-11-13 14:43:47";"2021-11-15 08:39:48";
2021-11-13;;;;"Monobank";"600";UAH;"Готівка";"600";UAH;"2021-11-13 22:52:09";"2021-11-13 22:52:12";
2021-11-12;"Продукти / Супермаркет";"сантим / santim";;"Monobank";"71.93";UAH;"Monobank";"0";UAH;"2021-11-12 10:31:39";"2021-11-13 10:56:26";
2021-11-11;"Продукти / Супермаркет";"Сільпо";;"Monobank";"577";UAH;"Monobank";"0";UAH;"2021-11-11 19:39:45";"2021-11-12 18:34:00";
2021-11-10;"Кафе та ресторани / Стандартний";"Ris i ryba";;"Monobank";"500";UAH;"Monobank";"0";UAH;"2021-11-10 21:27:14";"2021-11-11 21:59:02";
2021-11-10;;;;"Готівка";"200";UAH;"Monobank";"200";UAH;"2021-11-10 21:57:08";"2021-11-11 08:52:01";
2021-11-10;"Продукти / Супермаркет";;"Яйки в коло дому";"Готівка";"38";UAH;"Готівка";"0";UAH;"2021-11-10 09:00:32";"2021-11-10 09:00:57";
2021-11-09;"Продукти / Вода";"My Water Shop";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-11-09 14:51:01";"2021-11-10 23:17:57";
2021-11-07;"Продукти / Супермаркет";"METRO";;"Monobank";"2202.52";UAH;"Monobank";"0";UAH;"2021-11-07 14:28:10";"2021-11-08 21:11:48";
2021-11-07;"Кафе та ресторани / Стандартний";"RESTAURANT CHILI";;"Monobank";"507";UAH;"Monobank";"0";UAH;"2021-11-07 15:57:32";"2021-11-09 16:29:37";
2021-11-07;"Кафе та ресторани / Стандартний";"Merry Berry";;"Monobank";"115";UAH;"Monobank";"0";UAH;"2021-11-07 12:39:25";"2021-11-08 21:11:48";
2021-11-07;"Різне / Інше";;"Туалет";"Готівка";"5";UAH;"Готівка";"0";UAH;"2021-11-07 10:29:07";"2021-11-07 10:29:15";
2021-11-06;;;;"Готівка";"99636";UAH;"Готівка Долар";"3800";USD;"2021-11-06 15:07:41";"2021-11-06 15:07:50";
2021-11-06;"Подорожі / Білети ЖД";"Укрзалізниця";;"Monobank";"832.6";UAH;"Monobank";"0";UAH;"2021-11-06 20:30:48";"2021-11-08 11:24:31";
2021-11-06;"Кафе та ресторани / Доставка";"Chin-Chin";;"Monobank";"263";UAH;"Monobank";"0";UAH;"2021-11-06 11:25:17";"2021-11-07 22:34:29";
2021-11-06;"Весілля";"ZOLOTYI VIK";;"Monobank";"10624";UAH;"Monobank";"0";UAH;"2021-11-06 14:37:11";"2021-11-07 22:31:26";
2021-11-06;"Одяг та догляд / Стрижка";"BARBERSHOP LIONS LEGAC";;"Monobank";"450";UAH;"Monobank";"0";UAH;"2021-11-06 13:47:00";"2021-11-07 16:02:18";
2021-11-06;;;;"УкрСиббанк";"100000";UAH;"Готівка";"100000";UAH;"2021-11-06 14:56:33";"2021-11-06 14:56:36";
2021-11-05;"Продукти / Супермаркет";"Молоко від Фермера";;"Monobank";"173.02";UAH;"Monobank";"0";UAH;"2021-11-05 09:23:56";"2021-11-06 11:07:38";
2021-11-05;"Одяг та догляд / Аптека";"Портавик мед-фарм";;"Monobank";"55.8";UAH;"Monobank";"0";UAH;"2021-11-05 09:20:49";"2021-11-06 12:54:53";
2021-11-04;"Техніка";"MAGAZIN";"Кабель displayport";"Monobank";"352";UAH;"Monobank";"0";UAH;"2021-11-04 18:44:37";"2021-11-05 23:48:29";
2021-11-04;"Кафе та ресторани / Стандартний";"Aroma Kava";;"Monobank";"74";UAH;"Monobank";"0";UAH;"2021-11-04 18:05:17";"2021-11-05 23:48:29";
2021-11-04;"Продукти / Супермаркет";"Rozetka";;"Monobank";"158";UAH;"Monobank";"0";UAH;"2021-11-04 18:45:55";"2021-11-05 23:48:29";
2021-11-04;"Різне / Квіти";"BusinkaFlowers";;"Monobank";"400";UAH;"Monobank";"0";UAH;"2021-11-04 18:03:10";"2021-11-05 23:48:29";
2021-11-03;"Продукти / Супермаркет";"Сільпо";;"Monobank";"342.68";UAH;"Monobank";"0";UAH;"2021-11-03 11:30:57";"2021-11-05 10:13:26";
2021-11-03;"Кафе та ресторани / Стандартний";"Merry Berry";;"Monobank";"108";UAH;"Monobank";"0";UAH;"2021-11-03 11:21:44";"2021-11-04 18:47:01";
2021-11-02;"Кафе та ресторани / Стандартний";"Хобс";;"Monobank";"87.33";UAH;"Monobank";"0";UAH;"2021-11-02 09:30:39";"2021-11-05 10:13:26";
2021-11-02;"Кафе та ресторани / Стандартний";"CAFE NIKOS";;"Monobank";"838";UAH;"Monobank";"0";UAH;"2021-11-02 20:59:41";"2021-11-04 18:47:01";
2021-11-02;;;;"Готівка";"2500";UAH;"Monobank";"2500";UAH;"2021-11-07 10:38:08";"2021-11-07 10:38:26";
2021-11-02;;;;"УкрСиббанк";"5000";UAH;"Готівка";"5000";UAH;"2021-11-02 10:12:40";"2021-11-02 10:14:20";
2021-11-02;"Кафе та ресторани / Стандартний";;"Чаюха ";"Готівка";"50";UAH;"Готівка";"0";UAH;"2021-11-03 00:58:09";"2021-11-03 00:58:24";
2021-11-02;"Весілля";;"ЗАГС";"Готівка";"2400";UAH;"Готівка";"0";UAH;"2021-11-02 10:15:59";"2021-11-02 15:36:54";
2021-11-01;;;;"УкрСиббанк";"20781.73";UAH;"Monobank";"20781.73";UAH;"2021-11-01 10:09:23";"2021-11-01 10:33:27";
2021-11-01;"Підписки / TickTick";"Google";;"Monobank";"69.99";UAH;"Monobank";"0";UAH;"2021-11-01 11:08:02";"2021-11-02 13:27:23";
2021-11-01;"Авто / Парковка";"Алла М";;"Monobank";"2400";UAH;"Monobank";"0";UAH;"2021-11-01 09:37:22";"2021-11-01 09:39:38";
2021-11-01;"Відсотки і кешбек";;"Відсотки за жовтень";"Monobank";"0";UAH;"Monobank";"405.87";UAH;"2021-11-01 03:54:12";"2021-11-01 08:31:49";
2021-10-31;"Кафе та ресторани / Стандартний";"TREF Cinema Cafe";;"Monobank";"250";UAH;"Monobank";"0";UAH;"2021-10-31 17:59:07";"2021-11-05 10:13:26";
2021-10-31;"Продукти / Супермаркет";"MOLOKOVDFERMERA";;"Monobank";"29.8";UAH;"Monobank";"0";UAH;"2021-10-31 17:01:57";"2021-11-05 10:13:26";
2021-10-31;"Продукти / Вода";"My Water Shop";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-10-31 08:51:58";"2021-11-05 10:13:26";
2021-10-31;"Подорожі / Білети ЖД";"Укрзалізниця";;"Monobank";"21.7";UAH;"Monobank";"0";UAH;"2021-10-31 02:17:06";"2021-11-13 22:52:12";
2021-10-30;"Продукти / Супермаркет";"METRO";;"Monobank";"1601.65";UAH;"Monobank";"0";UAH;"2021-10-30 19:04:06";"2021-11-05 10:13:26";
2021-10-30;"Кафе та ресторани / Стандартний";"MUZA";;"Monobank";"554";UAH;"Monobank";"0";UAH;"2021-10-30 17:07:29";"2021-11-01 12:35:08";
2021-10-30;;;;"Готівка";"300";UAH;"Monobank";"300";UAH;"2021-10-30 14:18:15";"2021-10-30 16:28:26";
2021-10-29;"Зарплата";;;"УкрСиббанк";"0";UAH;"УкрСиббанк";"75559.7";UAH;"2021-10-29 10:37:56";"2021-10-29 10:38:35";
2021-10-28;"Кафе та ресторани / Стандартний";"RESTAURANT CHILI";;"Monobank";"351";UAH;"Monobank";"0";UAH;"2021-10-28 20:28:17";"2021-11-05 10:13:26";
2021-10-28;"Продукти / Супермаркет";;"Хурма ";"Готівка";"81";UAH;"Готівка";"0";UAH;"2021-10-28 20:39:11";"2021-10-28 20:39:13";
2021-10-27;"Кафе та ресторани / Стандартний";"RESTAURANT PARISA";;"Monobank";"135";UAH;"Monobank";"0";UAH;"2021-10-27 21:32:32";"2021-11-05 10:13:26";
2021-10-26;"Різне / Подарунки";"Щомісячний платіж Магазин ювелирных изделий";;"Monobank";"6755.5";UAH;"Monobank";"0";UAH;"2021-10-26 09:25:19";"2021-10-27 10:27:35";
2021-10-26;"Продукти / Супермаркет";"Молоко від Фермера";;"Monobank";"102.8";UAH;"Monobank";"0";UAH;"2021-10-26 15:15:42";"2021-10-27 22:27:35";
2021-10-26;"Квартира / Комуналка";"OK ZHEMCHUZHYNA ARKADI";;"Monobank";"1601.84";UAH;"Monobank";"0";UAH;"2021-10-26 15:07:34";"2021-10-30 16:28:26";
2021-10-26;"Підписки / Google";"Google";;"Monobank";"45";UAH;"Monobank";"0";UAH;"2021-10-26 11:22:55";"2021-10-27 22:27:35";
2021-10-26;"Подорожі / Білети ЖД";"Укрзалізниця";;"Monobank";"42.56";UAH;"Monobank";"0";UAH;"2021-10-26 11:57:14";"2021-11-13 22:52:12";
2021-10-24;"Побутова хімія";"Vesch.ua";"Хімчистка";"Monobank";"408";UAH;"Monobank";"0";UAH;"2021-10-24 18:24:48";"2021-10-25 18:45:52";
2021-10-23;"Продукти / Супермаркет";"Roshen";;"Monobank";"277.98";UAH;"Monobank";"0";UAH;"2021-10-23 15:00:03";"2021-10-25 11:46:41";
2021-10-23;"Побутова хімія";"Metro";;"Monobank";"382";UAH;"Monobank";"0";UAH;"2021-10-23 15:25:49";"2021-10-23 15:31:17";
2021-10-23;"Підписки / Мобільний";"Київстар+380681215819";;"Monobank";"150";UAH;"Monobank";"0";UAH;"2021-10-23 11:05:32";"2021-10-23 11:39:01";
2021-10-23;"Продукти / Супермаркет";"METRO";;"Monobank";"3077.84";UAH;"Monobank";"0";UAH;"2021-10-23 14:23:14";"2021-10-24 20:14:27";
2021-10-22;"Продукти / Супермаркет";"M255";;"Monobank";"108.5";UAH;"Monobank";"0";UAH;"2021-10-22 21:05:33";"2021-10-23 21:46:37";
2021-10-21;"Продукти / Вода";"My Water Shop";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-10-21 18:48:36";"2021-10-22 21:05:22";
2021-10-19;"Підписки / Інтернет";"Інтернет і ТБ";;"Monobank";"200";UAH;"Monobank";"0";UAH;"2021-10-19 08:11:27";"2021-10-19 08:42:58";
2021-10-18;"Фріланс";"SEPA платіж: Для поповнення картки 5375419903402491, 431549, 242.00, Igor Voitenko, Own funds, LT";;"Monobank EUR";"0";EUR;"Monobank EUR";"242";EUR;"2021-10-18 13:42:06";"2021-10-18 17:50:12";
2021-10-18;"Подорожі / Кафе і ресторани";"WOG";;"Monobank";"85";UAH;"Monobank";"0";UAH;"2021-10-18 10:19:46";"2021-10-19 22:27:37";
2021-10-18;"Подорожі / Транспорт";"OKKO";;"Monobank";"0.53";UAH;"Monobank";"0";UAH;"2021-10-18 12:52:29";"2021-10-20 13:28:50";
2021-10-17;"Одяг та догляд / Аптека";"Мережа аптек D.S.";;"Monobank";"305.5";UAH;"Monobank";"0";UAH;"2021-10-17 11:37:09";"2021-10-19 08:42:58";
2021-10-17;"Подорожі / Кафе і ресторани";"Франс.уа";;"Monobank";"151.51";UAH;"Monobank";"0";UAH;"2021-10-17 10:48:39";"2021-10-18 17:49:41";
2021-10-17;"Подорожі / Транспорт";;"Таксі";"Monobank";"80";UAH;"Monobank";"0";UAH;"2021-10-18 13:39:30";"2021-10-18 13:40:36";
2021-10-17;;;;"Готівка";"230";UAH;"Monobank";"230";UAH;"2021-10-18 13:39:20";"2021-10-18 13:40:36";
2021-10-17;"Подорожі / Транспорт";;"Білети на автобус";"Готівка";"460";UAH;"Готівка";"0";UAH;"2021-10-18 13:38:32";"2021-10-18 13:40:36";
2021-10-16;"Різне / Подарунки";;"На свадьбу Ігаря";"Готівка Долар";"250";USD;"Готівка Долар";"0";USD;"2021-10-17 09:05:24";"2021-10-17 09:06:40";
2021-10-16;"Подорожі / Кафе і ресторани";"WOG";;"Monobank";"40";UAH;"Monobank";"0";UAH;"2021-10-16 11:06:15";"2021-10-18 22:55:37";
2021-10-16;"Різне / Подарунки";;"На конкурси";"Готівка";"100";UAH;"Готівка";"0";UAH;"2021-10-17 09:06:21";"2021-10-17 09:06:40";
2021-10-15;"Продукти / Гостинці";"Таврия В";;"Monobank";"74.5";UAH;"Monobank";"0";UAH;"2021-10-15 09:37:11";"2021-10-16 21:34:41";
2021-10-15;"Одяг та догляд / Аптека";"APTEKA 169";;"Monobank";"12";UAH;"Monobank";"0";UAH;"2021-10-15 09:29:02";"2021-10-16 21:34:41";
2021-10-15;"Подорожі / Транспорт";"WOG";;"Monobank";"1361.1";UAH;"Monobank";"0";UAH;"2021-10-15 10:10:23";"2021-10-16 21:34:41";
2021-10-15;;;;"УкрСиббанк";"2500";UAH;"Готівка";"2500";UAH;"2021-10-15 12:04:59";"2021-10-15 12:05:21";
2021-10-15;"Різне / Квіти";;"Ігарюнці";"Готівка";"500";UAH;"Готівка";"0";UAH;"2021-10-15 12:05:14";"2021-10-15 12:05:21";
2021-10-15;"Різне / День народження";;"Подарунок Златі";"Готівка";"1000";UAH;"Готівка";"0";UAH;"2021-10-17 09:06:04";"2021-10-17 09:06:40";
2021-10-14;"Подорожі / Транспорт";"WOG";;"Monobank";"1177.05";UAH;"Monobank";"0";UAH;"2021-10-14 07:43:40";"2021-10-15 20:40:27";
2021-10-14;"Різне / Благодійність";"magazin 36235";;"Monobank";"247";UAH;"Monobank";"0";UAH;"2021-10-14 17:56:55";"2021-10-15 20:40:27";
2021-10-14;"Подорожі / Кафе і ресторани";"МУСКАТ";;"Monobank";"110";UAH;"Monobank";"0";UAH;"2021-10-14 17:26:20";"2021-10-18 13:40:36";
2021-10-14;"Подорожі / Кафе і ресторани";"WOG";"Чай";"Monobank";"27";UAH;"Monobank";"0";UAH;"2021-10-14 12:18:49";"2021-10-18 13:40:36";
2021-10-14;"Підписки / YouTube";"YouTube";;"Monobank";"98.99";UAH;"Monobank";"0";UAH;"2021-10-14 08:56:34";"2021-10-30 16:28:26";
2021-10-13;"Зарплата";;;"УкрСиббанк";"0";UAH;"УкрСиббанк";"71423.56";UAH;"2021-10-13 12:53:23";"2021-10-13 12:53:45";
2021-10-13;;;;"Готівка Долар";"50";USD;"Monobank";"1315";UAH;"2021-10-13 13:06:17";"2021-10-14 21:12:54";
2021-10-13;"Різне / Подарунки";"Dnipro-M";"Подарунок баті";"Monobank";"514";UAH;"Monobank";"0";UAH;"2021-10-13 08:42:06";"2021-10-14 08:01:08";
2021-10-13;"Одяг та догляд / Аптека";"TOV APTEKA HAIEVSKOHO";;"Monobank";"24.3";UAH;"Monobank";"0";UAH;"2021-10-13 09:42:48";"2021-10-15 08:55:59";
2021-10-13;"Кафе та ресторани / Стандартний";"Дарія Балецька";"🍕";"Monobank";"110";UAH;"Monobank";"0";UAH;"2021-10-13 23:16:37";"2021-10-17 10:23:21";
2021-10-13;"Продукти / Гостинці";"Таврия В";;"Monobank";"541";UAH;"Monobank";"0";UAH;"2021-10-13 09:40:18";"2021-10-22 11:25:48";
2021-10-13;"Продукти / Супермаркет";"Roshen";;"Monobank";"157.5";UAH;"Monobank";"0";UAH;"2021-10-22 11:24:31";"2021-10-22 11:25:48";
2021-10-13;"Продукти / Гостинці";"Roshen";;"Monobank";"124.23";UAH;"Monobank";"0";UAH;"2021-10-13 10:21:29";"2021-10-22 11:25:48";
2021-10-12;"Побутова хімія";"makeup.com.ua";"Мазюка для волосся";"Monobank";"514";UAH;"Monobank";"0";UAH;"2021-10-12 21:05:16";"2021-10-13 13:39:54";
2021-10-11;"Одяг та догляд / Стрижка";"BARBERSHOP LIONS LEGAC";;"Monobank";"450";UAH;"Monobank";"0";UAH;"2021-10-11 11:14:21";"2021-10-12 21:06:24";
2021-10-10;"Кафе та ресторани / Стандартний";"SUKE RESTAURANT";;"Monobank";"700";UAH;"Monobank";"0";UAH;"2021-10-10 13:59:32";"2021-10-17 10:23:21";
2021-10-10;"Кафе та ресторани / Стандартний";"""BERNARDAZZI""";;"Monobank";"1572";UAH;"Monobank";"0";UAH;"2021-10-10 20:28:58";"2021-10-12 21:06:24";
2021-10-10;"Проїзд / Таксі";"Uklon";;"Monobank";"95";UAH;"Monobank";"0";UAH;"2021-10-10 20:35:37";"2021-10-12 11:00:45";
2021-10-10;"Проїзд / Таксі";"Uklon";;"Monobank";"85";UAH;"Monobank";"0";UAH;"2021-10-10 18:23:02";"2021-10-12 11:00:45";
2021-10-10;"Різне / Квіти";;;"Готівка";"2000";UAH;"Готівка";"0";UAH;"2021-10-10 18:23:46";"2021-10-10 18:23:55";
2021-10-09;"Продукти / Супермаркет";"Сільпо";;"Monobank";"504";UAH;"Monobank";"0";UAH;"2021-10-09 16:11:24";"2021-10-11 23:46:23";
2021-10-09;"Кафе та ресторани / Стандартний";"Merry Berry";;"Monobank";"154";UAH;"Monobank";"0";UAH;"2021-10-09 11:33:21";"2021-10-11 21:30:09";
2021-10-09;"Кафе та ресторани / Стандартний";"KFC";;"Monobank";"284";UAH;"Monobank";"0";UAH;"2021-10-09 11:37:58";"2021-10-11 23:46:23";
2021-10-09;"Різне / Подарунки";"Акварель";;"Monobank";"23";UAH;"Monobank";"0";UAH;"2021-10-09 12:23:14";"2021-10-11 21:30:09";
2021-10-08;"Відпочинок та розваги / Книги";"prom.ua";;"Monobank";"349.99";UAH;"Monobank";"0";UAH;"2021-10-08 13:18:02";"2021-10-09 19:08:27";
2021-10-07;"Продукти / Вода";"My Water Shop";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-10-07 19:27:10";"2021-10-08 21:37:14";
2021-10-07;"Відпочинок та розваги / Книги";"Yakaboo";;"Monobank";"658";UAH;"Monobank";"0";UAH;"2021-10-07 23:19:05";"2021-10-09 12:54:43";
2021-10-06;"Продукти / Супермаркет";"Сільпо";;"Monobank";"357.48";UAH;"Monobank";"0";UAH;"2021-10-06 21:09:55";"2021-10-07 21:04:15";
2021-10-06;"Продукти / Супермаркет";"Сільпо";;"Monobank";"201.79";UAH;"Monobank";"0";UAH;"2021-10-06 18:17:38";"2021-10-07 21:04:19";
2021-10-06;"Підписки / Мобільний";"Lifecell+380635353874";;"Monobank";"10";UAH;"Monobank";"0";UAH;"2021-10-06 10:41:49";"2021-10-06 11:00:57";
2021-10-05;"Різне / Інше";;"Підставка для мобіли";"Monobank";"151.55";UAH;"Monobank";"0";UAH;"2021-10-05 13:29:51";"2021-10-07 08:53:07";
2021-10-05;"Різне / Подарунки";"UAPAY";"К";"Monobank";"422.5";UAH;"Monobank";"0";UAH;"2021-10-05 11:08:31";"2021-10-06 18:08:17";
2021-10-04;"Проїзд / Таксі";"Uklon";;"Monobank";"80";UAH;"Monobank";"0";UAH;"2021-10-04 09:05:27";"2021-10-05 15:18:36";
2021-10-03;"Проїзд / Таксі";"Uklon";;"Monobank";"180";UAH;"Monobank";"0";UAH;"2021-10-03 19:11:52";"2021-10-05 15:18:51";
2021-10-03;"Різне / Подарунки";"FOPKosteckaOI";;"Monobank";"469";UAH;"Monobank";"0";UAH;"2021-10-03 16:24:36";"2021-10-05 15:18:51";
2021-10-03;"Кафе та ресторани / Стандартний";"Хобс";;"Monobank";"475";UAH;"Monobank";"0";UAH;"2021-10-03 18:30:07";"2021-10-03 18:41:56";
2021-10-03;"Одяг та догляд / Одяг";"FOP Andreev AV";;"Monobank";"3060";UAH;"Monobank";"0";UAH;"2021-10-03 14:10:51";"2021-10-04 20:59:44";
2021-10-03;"Кафе та ресторани / Стандартний";"baristahyb";;"Monobank";"95";UAH;"Monobank";"0";UAH;"2021-10-03 12:45:06";"2021-10-04 20:59:44";
2021-10-03;"Проїзд / Громадський";;;"Готівка";"16";UAH;"Готівка";"0";UAH;"2021-10-03 11:39:51";"2021-10-03 11:39:54";
2021-10-03;"Проїзд / Громадський";;;"Готівка";"40";UAH;"Готівка";"0";UAH;"2021-10-03 11:21:37";"2021-10-03 11:21:38";
2021-10-02;;;;"УкрСиббанк";"66950";UAH;"УкрСиббанк Долар";"2500";USD;"2021-10-02 15:54:19";"2021-10-02 15:55:41";
2021-10-02;"Підписки / Spotify";"Хобс";;"Monobank";"87.2";UAH;"Monobank";"0";UAH;"2021-10-02 10:48:51";"2021-10-02 15:19:47";
2021-10-02;;;;"УкрСиббанк";"5000";UAH;"Готівка";"5000";UAH;"2021-10-04 23:23:19";"2021-10-04 23:23:53";
2021-10-02;"Різне / Благодійність";;;"Готівка";"5000";UAH;"Готівка";"0";UAH;"2021-10-02 20:51:03";"2021-10-02 20:51:18";
2021-10-02;"Продукти / Гостинці";;;"Готівка";"48";UAH;"Готівка";"0";UAH;"2021-10-02 19:26:43";"2021-10-02 19:26:46";
2021-10-01;"Кафе та ресторани / Доставка";"Glovo";;"Monobank";"460";UAH;"Monobank";"0";UAH;"2021-10-01 13:21:52";"2021-10-05 15:18:51";
2021-10-01;"Проїзд / Таксі";"Uklon";;"Monobank";"75";UAH;"Monobank";"0";UAH;"2021-10-01 20:26:45";"2021-10-02 19:26:24";
2021-10-01;"Підписки / Google";"Google";;"Monobank";"69.99";UAH;"Monobank";"0";UAH;"2021-10-01 12:08:20";"2021-10-02 11:20:50";
